Datum letzte Änderung_Modul;AGS;Regierungsbezirk;Landkreis;Gemeinde;Datum_Modul1; Link_Modul1; Datum_Modul2; Link_Modul2; Datum_Modul3; Link_Modul3; Datum_Modul4; Link_Modul4; Datum_Modul5; Link_Modul5; Datum_Modul6; Link_Modul6; Datum_Modul7; Link_Modul7; Datum_Modul8; Link_Modul8; Datum_Modul9; Link_Modul9;Status Verfahren
;09673131;Unterfranken;Rhön-Grabfeld;Herbstadt;2014-10-15;http://www.herbstadt.rhoen-saale.net/Home/Breitband;2014-10-15;http://www.herbstadt.rhoen-saale.net/Home/Breitband;2014-11-28;http://www.herbstadt.rhoen-saale.net/Home/Breitband;2014-11-28;http://www.herbstadt.rhoen-saale.net/Home/Breitband;2015-04-14;http://www.herbstadt.rhoen-saale.net/Home/Breitband;2015-10-13;http://www.herbstadt.rhoen-saale.net/Home/Breitband;2015-10-29;http://www.herbstadt.rhoen-saale.net/Home/Breitband;;;;;;
30.10.2015_4;09772156;Schwaben;Augsburg;Heretsried;2014-10-29;http://www.vg-welden.de/index.php?id=0,459;2014-10-29;http://www.vg-welden.de/index.php?id=0,459;2015-05-23;http://www.vg-welden.de/index.php?id=1548,459&suche;2015-05-23*;http://www.vg-welden.de/index.php?id=1548,459&suche;;;;;;;;;;;;
;09776131;Schwaben;Lindau;Hergatz;2014-07-23;http://www.hergatz.de/cms/front_content.php?idcat=165;2014-09-11;http://www.hergatz.de/cms/front_content.php?idcat=165;;;;;;;;;;;;;;;;
;09776115;Schwaben;Lindau;Hergensweiler;2014-12-30;http://www.vgem-sigmarszell.de/index.php?id=0,113;2014-12-30;http://www.vgem-sigmarszell.de/index.php?id=0,113;;;;;;;;;;;;;;;;
;09474135;Oberfranken;Forchheim;Heroldsbach;2014-11-28;http://www.heroldsbach.de;2014-11-28;http://breitband.regensburg-it.de/heroldsbach#markterkundung-bekanntmachung;2015-05-01;http://breitband.regensburg-it.de/heroldsbach#markterkundung-ergebnis;2015-05-01;http://breitband.regensburg-it.de/heroldsbach#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09572131;Mittelfranken;Erlangen-Höchstadt;Heroldsberg, M;<em> 2014-11-06</em>;;<em> 2014-11-06</em>;;<em> 2015-02-12</em>;;;;;;;;;;;;;;ausgesetzt_2015-07-07
;09571166;Mittelfranken;Ansbach;Herrieden, St;<em> 2013-04-19</em>;;<em> 2013-05-24</em>;;;;;;;;;;;;;;;;ausgesetzt_2015-05-29
;09273127;Niederbayern;Kelheim;Herrngiersdorf;2014-02-22;;2014-04-11;;2014-06-04;;2014-06-05;;2014-11-14;;2015-02-05;;2015-02-12;;2015-02-18;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10160/150210_Fördersteckbrief_Herrngiersdorf.pdf;;;;
;09188124;Oberbayern;Starnberg;Herrsching a.Ammersee;2014-01-18;;2014-05-06;;2014-07-23;;2014-07-23;;2014-11-21;;2015-05-20;;2015-03-26;;2015-06-02;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10273/150327_Fördersteckbrief_Herrsching.pdf;;;;
;09574132;Mittelfranken;Nürnberger Land;Hersbruck, St;2014-12-09;http://hersbruck.de/standort/standortinformationen/breitbandausbau/;2014-12-09;http://hersbruck.de/standort/standortinformationen/breitbandausbau/;;;;;;;;;;;;;;;;
25.06.2015_4;09186126;Oberbayern;Pfaffenhofen a.d. Ilm;Hettenshausen;2014-02-20;http://hettenshausen.123cms.de/aktuelles;2014-08-09;http://hettenshausen.123cms.de/aktuelles;2015-04-10;http://breitband.regensburg-it.de/hettenshausen#markterkundung-ergebnis;2015-04-10*;http://breitband.regensburg-it.de/hettenshausen#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09679146;Unterfranken;Würzburg;Hettstadt;<em> 2015-02-05</em>;;<em> 2015-02-05</em>;;;;;;;;;;;;;;;;ausgesetzt_2015-10-13
;09474137;Oberfranken;Forchheim;Hetzles;2015-04-09;http://www.vgdormitz.de/schnellesinternet-hetzles.htm;2015-04-09;http://www.vgdormitz.de/schnellesinternet-hetzles.htm;2015-08-12;http://www.vgdormitz.de/schnellesinternet-hetzles.htm;2015-08-12;http://www.vgdormitz.de/schnellesinternet-hetzles.htm;;;;;;;;;;;;
25.08.2015_4;09572133;Mittelfranken;Erlangen-Höchstadt;Heßdorf;<b>1: </b>  2013-05-24 ||<b>2: </b>2015-03-11;||http://www.vg-hessdorf.de/index.php?id=0,108;<b>1: </b>  2013-10-10 ||<b>2: </b>2015-03-11;||http://www.vg-hessdorf.de/index.php?id=0,108;<b>1: </b>  2014-01-11 ||<b>2: </b>2015-07-10;||http://www.vg-hessdorf.de/index.php?id=0,108;<b>1: </b>  2014-02-07 ||<b>2: </b>2015-07-10*;||http://www.vg-hessdorf.de/index.php?id=0,108;<b>1: </b> 2014-08-15;;<b>1: </b> 2014-11-03;;<b>1: </b> 2014-12-23;;<b>1: </b> 2014-12-31;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10122/141230_Fördersteckbrief_Heßdorf.pdf;;;;
;09174147;Oberbayern;Dachau;Hilgertshausen-Tandern;2014-08-28;http://www.hilgertshausen-tandern.de/index.php/aktuelles;2014-08-28;http://www.hilgertshausen-tandern.de/index.php/aktuelles;;;;;;;;;;;;;;;;
;09576127;Mittelfranken;Roth;Hilpoltstein, St;2014-10-03;http://www.hilpoltstein.de/breitbandversorgung/;2014-10-03;http://www.hilpoltstein.de/breitbandversorgung/;;;;;;;;;;;;;;;;
;09772157;Schwaben;Augsburg;Hiltenfingen;2015-04-08;http://hiltenfingen.de/;2015-04-08;http://breitband.regensburg-it.de/hiltenfingen#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
;09474138;Oberfranken;Forchheim;Hiltpoltstein, M;2014-11-20;http://www.hiltpoltstein-online.de/;2014-11-20;http://www.hiltpoltstein-online.de/;2015-03-31;http://www.hiltpoltstein-online.de/;2015-03-31;http://www.hiltpoltstein-online.de/;2015-07-18;http://www.hiltpoltstein-online.de/fuerbuerger/markt-hiltpoltstein/schnelles-internet/inhalt.html;;;2015-07-18;http://www.hiltpoltstein-online.de/fuerbuerger/markt-hiltpoltstein/schnelles-internet/inhalt.html;;;;;;
;09477121;Oberfranken;Kulmbach;Himmelkron;2014-12-06;http://www.himmelkron.de;2014-12-06;http://www.himmelkron.de;2015-05-29;http://www.himmelkron.de/142.html;2015-05-29;http://www.himmelkron.de/142.html;2015-10-03;http://www.himmelkron.de/142.html;;;;;;;;;;
;09677142;Unterfranken;Main-Spessart;Himmelstadt;2014-08-05;http://www.himmelstadt.de/seite/194246/schneller-internetzugang.html;2015-02-24;http://www.himmelstadt.de/seite/194246/schneller-internetzugang.html;2015-07-25;http://www.himmelstadt.de/seite/194246/schneller-internetzugang.html;2015-07-25;http://www.himmelstadt.de/seite/194246/schneller-internetzugang.html;;;;;;;;;;;;
;09272126;Niederbayern;Freyung-Grafenau;Hinterschmiding;<b>1: </b>  2013-12-18 ||<b>2: </b>2015-09-12;http://breitband.regensburg-it.de/hinterschmiding#markterkundung-bekanntmachung||http://breitband.regensburg-it.de/hinterschmiding2#bestandsaufnahme;<b>1: </b>  2014-09-19 ||<b>2: </b>2015-09-12;http://breitband.regensburg-it.de/hinterschmiding#markterkundung-bekanntmachung||http://breitband.regensburg-it.de/hinterschmiding2#markterkundung-bekanntmachung;<b>1: </b>  2015-03-20 ||<b>2: </b>2015-10-27;http://breitband.regensburg-it.de/hinterschmiding||http://breitband.regensburg-it.de/hinterschmiding2#markterkundung-ergebnis;<b>1: </b>  2015-03-20 ||<b>2: </b>2015-10-27;http://breitband.regensburg-it.de/hinterschmiding||http://breitband.regensburg-it.de/hinterschmiding2#auswahlverfahren-bekanntmachung;<b>1: </b> 2015-10-29;http://breitband.regensburg-it.de/hinterschmiding#auswahlverfahren-ergebnis;;;<b>1: </b> 2015-10-29;http://breitband.regensburg-it.de/hinterschmiding#kooperationsvertrag;;;;;;
;09471145;Oberfranken;Bamberg;Hirschaid, M;2014-10-29;http://www.hirschaid.de;2014-10-29;http://breitband.regensburg-it.de/hirschaid#markterkundung-bekanntmachung;2015-05-08;http://breitband.regensburg-it.de/hirschaid#markterkundung-ergebnis;2015-05-08;http://breitband.regensburg-it.de/hirschaid#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09371127;Oberpfalz;Amberg-Sulzbach;Hirschau, St;2014-09-24;http://www.hirschau.de/index.php?id=2079,1;2014-09-24;http://www.hirschau.de/index.php?id=2079,1;2015-08-14;http://www.hirschau.de;2015-08-14;http://www.hirschau.de;;;;;;;;;;;;
;09371128;Oberpfalz;Amberg-Sulzbach;Hirschbach;2014-10-22;http://www.gemeinde-hirschbach.de/html/breitband.html;2014-10-22;http://www.gemeinde-hirschbach.de/html/breitband.html;2015-02-17;http://www.gemeinde-hirschbach.de/html/breitband.html;2015-03-19;http://www.gemeinde-hirschbach.de/html/breitband.html;2015-10-29;http://www.gemeinde-hirschbach.de/seite/216661/breitband.html;;;;;;;;;;
;09478127;Oberfranken;Lichtenfels;Hochstadt a.Main;2015-06-27;http://www.hochstadt-main.de/_inhalt/unsere_gemeinde/breitband/breitband;2015-06-27;http://www.hochstadt-main.de/_inhalt/unsere_gemeinde/breitband/breitband;;;;;;;;;;;;;;;;
;09464000;Oberfranken;Hof;Hof;2014-07-01;;2014-08-27;;2014-12-18;;2015-01-14;;2015-06-30;;2015-07-28;;2015-08-25;;2015-08-28;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10358/150827_Fördersteckbrief_Hof_Stadt.pdf;;;;
;09674149;Unterfranken;Haßberge;Hofheim i.UFr., St;2015-10-20;http://breitband.zukunft-hassberge.de/;2015-10-20;http://breitband.zukunft-hassberge.de/;;;;;;;;;;;;;;;;
;09275127;Niederbayern;Passau;Hofkirchen, M;<b>1: </b>  2014-04-26 ||<b>2: </b>2015-07-08;http://www.hofkirchen.de/wirtschaft/breitband/||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Hofkirchen/HofkirchenII.aspx;<b>1: </b>  2014-09-11 ||<b>2: </b>2015-07-08;http://www.hofkirchen.de/wirtschaft/breitband/||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Hofkirchen/HofkirchenII.aspx;<b>1: </b>  2014-12-25 ||<b>2: </b>2015-08-13;http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Hofkirchen.aspx||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Hofkirchen/HofkirchenII.aspx;<b>1: </b>  2014-12-25 ||<b>2: </b>2015-08-13;http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Hofkirchen.aspx||http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Hofkirchen/HofkirchenII.aspx;<b>1: </b> 2015-07-11;http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Hofkirchen/HofkirchenI.aspx;<b>1: </b> 2015-09-09;http://www.landkreis-passau.de/Sonstiges/Breitband-Gemeinden/Hofkirchen/HofkirchenI.aspx;;;;;;;;
;09181124;Oberbayern;Landsberg am Lech;Hofstetten;2015-10-10;http://www.hofstetten-hagenheim.de;2015-10-10;http://breitband.regensburg-it.de/hofstetten#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
;09272127;Niederbayern;Freyung-Grafenau;Hohenau;<b>1: </b>  2013-01-09 ||<b>2: </b>2015-01-03;||https://www.hohenau.de/seite/129245/informationen.html;<b>1: </b>  2013-03-22 ||<b>2: </b>2015-01-03;||http://breitband.regensburg-it.de/hohenau#markterkundung-bekanntmachung;<b>1: </b>  2013-09-12 ||<b>2: </b>2015-02-20;||http://breitband.regensburg-it.de/hohenau#markterkundung-ergebnis;<b>1: </b>  2013-09-12 ||<b>2: </b>2015-02-20;||http://breitband.regensburg-it.de/hohenau#auswahlverfahren-bekanntmachung;<b>1: </b>  2014-02-20 ||<b>2: </b>2015-06-03;||http://breitband.regensburg-it.de/hohenau#auswahlverfahren-ergebnis;<b>1: </b>  2014-07-21 ||<b>2: </b>2015-09-09;||http://breitband.regensburg-it.de/hohenau#markterkundung-ergebnis;<b>1: </b>  2014-10-23 ||<b>2: </b>2015-06-03;||http://breitband.regensburg-it.de/hohenau#kooperationsvertrag;<b>1: </b>  2014-10-30 ||<b>2: </b>2015-09-19;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10031/150409_Fördersteckbrief_Hohenau.pdf||http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10370/150915_Fördersteckbrief_Hohenau_Phase2.pdf;<b>1: </b> 2015-09-12;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10362/150910_Fördersteckbrief_Hohenau.pdf;;
;09479127;Oberfranken;Wunsiedel;Hohenberg a.d.Eger, St;2014-11-27;http://www.hohenberg.info/wordpress/?p=942;2014-11-27;http://www.hohenberg.info/wordpress/?p=942;;;;;;;;;;;;;;;;
;09371129;Oberpfalz;Amberg-Sulzbach;Hohenburg, M;2014-06-21;http://breitband.regensburg-it.de/hohenburg#bedarfsermittlung;2014-09-24;http://breitband.regensburg-it.de/hohenburg1#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
23.02.2015_4;09373134;Oberpfalz;Neumarkt;Hohenfels, M;2013-11-16;http://www.markt-hohenfels.de/6767-Breitbandinitiative.html;2014-08-21;http://www.markt-hohenfels.de/6767-Breitbandinitiative.html;2014-11-05;http://www.markt-hohenfels.de/6767-Breitbandinitiative.html;2014-12-24*;http://www.markt-hohenfels.de/6767-Breitbandinitiative.html;2015-06-25;http://www.markt-hohenfels.de/6767-Breitbandinitiative.html;;;;;;;;;;
;09190129;Oberbayern;Weilheim-Schongau;Hohenfurch;2014-08-20;http://www.hohenfurch.de/12624.0.html;2014-08-20;http://www.hohenfurch.de/12624.0.html;2015-03-20;http://www.hohenfurch.de/12624.0.html;2015-03-20;http://www.hohenfurch.de/12624.0.html;;;;;;;;;;;;
;09178133;Oberbayern;Freising;Hohenkammer;2013-07-18;;2013-11-23;;2014-02-28;;2014-03-11;;2014-11-11;;2015-05-20;;2015-05-27;;2015-06-13;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10295/150612_Fördersteckbrief_Hohenkammer.pdf;;;;
;09175123;Oberbayern;Ebersberg;Hohenlinden;2014-08-12;http://www.hohenlinden.de/aktuelles-ueberblick/aktuelle-themen/sonstiges/161-breitbandausbau-in-der-gemeinde-hohenlinden;2014-08-12;http://www.hohenlinden.de/aktuelles-ueberblick/aktuelle-themen/sonstiges/161-breitbandausbau-in-der-gemeinde-hohenlinden;2015-09-23;http://www.hohenlinden.de/aktuelles-ueberblick/aktuelle-themen/sonstiges/161-breitbandausbau-in-der-gemeinde-hohenlinden;2015-09-23;http://www.hohenlinden.de/aktuelles-ueberblick/aktuelle-themen/sonstiges/161-breitbandausbau-in-der-gemeinde-hohenlinden;;;;;;;;;;;;
;09190130;Oberbayern;Weilheim-Schongau;Hohenpeißenberg;<b>1: </b>  2013-02-27 ||<b>2: </b>2015-01-23;||http://hohenpeissenberg.de/;<b>1: </b>  2013-07-02 ||<b>2: </b>2015-01-23;||http://breitband.regensburg-it.de/hohenpeissenberg#markterkundung-bekanntmachung;<b>1: </b>  2014-01-16 ||<b>2: </b>2015-08-29;||http://breitband.regensburg-it.de/hohenpeissenberg#markterkundung-ergebnis;<b>1: </b>  2014-01-28 ||<b>2: </b>2015-08-29;||http://breitband.regensburg-it.de/hohenpeissenberg#auswahlverfahren-bekanntmachung-5278;<b>1: </b> 2014-07-19;;<b>1: </b> 2014-10-24;;<b>1: </b> 2014-11-14;;<b>1: </b> 2014-12-17;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10115/141216_Fördersteckbrief_Hohenpeißenberg.pdf;<b>1: </b> 2015-10-06;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10428/151005_Projektbeschreibung_Hohenpeissenberg.pdf;;
;09177121;Oberbayern;Erding;Hohenpolding;2015-05-08;http://www.hohenpolding.de/;2015-05-08;http://breitband.regensburg-it.de/hohenpolding#markterkundung-bekanntmachung;2015-08-21;http://breitband.regensburg-it.de/hohenpolding#markterkundung-ergebnis;2015-08-21;http://breitband.regensburg-it.de/hohenpolding#auswahlverfahren-bekanntmachung;;;;;;;;;;;;
;09673135;Unterfranken;Rhön-Grabfeld;Hohenroth;2015-06-04;http://www.hohenroth.rhoen-saale.net/Startseite/Breitband;2015-06-04;http://www.hohenroth.rhoen-saale.net/Startseite/Breitband;2015-07-29;http://www.hohenroth.rhoen-saale.net/Startseite/Breitband;2015-07-29;http://www.hohenroth.rhoen-saale.net/Startseite/Breitband;;;;;;;;;;;;
;09274141;Niederbayern;Landshut;Hohenthann;<b>1: </b>  2013-03-11 ||<b>2: </b>2015-04-01;||http://www.hohenthann.de;<b>1: </b>  2013-06-10 ||<b>2: </b>2015-04-01;||http://www.hohenthann.de;<b>1: </b> 2013-09-26;;<b>1: </b> 2013-09-26;;<b>1: </b> 2014-02-14;;<b>1: </b> 2014-07-24;;<b>1: </b> 2014-08-26;;<b>1: </b> 2014-10-24;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10029/141023_Fördersteckbrief_Hohenthann.pdf;;;;
;09186128;Oberbayern;Pfaffenhofen a.d. Ilm;Hohenwart, M;<b>1: </b>  2014-07-02 ||<b>2: </b>2015-07-21;||http://www.markt-hohenwart.de/gemeinde/breitbanderschliessung/index.php;<b>1: </b>  2014-07-02 ||<b>2: </b>2015-07-21;||http://www.markt-hohenwart.de/gemeinde/breitbanderschliessung/breitbanderschliessung-hohenwart-2.php;<b>1: </b>  2014-09-03 ||<b>2: </b>2015-10-30;||http://www.markt-hohenwart.de/gemeinde/breitbanderschliessung/breitbanderschliessung-hohenwart-2.php;<b>1: </b>  2014-09-03 ||<b>2: </b>2015-10-30;||http://www.markt-hohenwart.de/gemeinde/breitbanderschliessung/breitbanderschliessung-hohenwart-2.php;<b>1: </b> 2015-01-22;;<b>1: </b> 2015-05-20;;<b>1: </b> 2015-03-25;;<b>1: </b> 2015-08-04;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10339/150701_Fördersteckbrief_Hohenwart.pdf;;;;
;09372135;Oberpfalz;Cham;Hohenwarth;<b>1: </b>  2013-06-22 ||<b>2: </b>2015-09-26;||http://www.hohenwarth.de;<b>1: </b>  2013-07-27 ||<b>2: </b>2015-09-26;||http://www.hohenwarth.de;<b>1: </b> 2013-12-06;;<b>1: </b> 2013-12-06;;<b>1: </b> 2014-04-12;;<b>1: </b> 2014-07-21;;<b>1: </b> 2014-10-09;;<b>1: </b> 2014-10-10;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10016/141009_Fördersteckbrief_Hohenwarth.pdf;<b>1: </b> 2015-02-24;http://www.schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10167/150223_Hohenwarth.pdf;;
01.07.2015_4;09771140;Schwaben;Aichach-Friedberg;Hollenbach;<b>1: </b>  2013-05-07 ||<b>2: </b>2014-12-24;||http://www.gemeinde-hollenbach.de/index.php?id=0,108;<b>1: </b>  2014-04-03 ||<b>2: </b>2014-12-24;||http://www.gemeinde-hollenbach.de/index.php?id=0,108;<b>1: </b>  2014-05-21 ||<b>2: </b>2015-04-23;||http://www.gemeinde-hollenbach.de/index.php?id=1127,108;<b>1: </b>  2014-05-21 ||<b>2: </b>2015-04-23*;||http://www.gemeinde-hollenbach.de/index.php?id=1128,108;<b>1: </b> 2014-11-13;;<b>1: </b> 2015-02-02;;<b>1: </b> 2015-02-07;;<b>1: </b> 2015-03-06;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10182/150305_Fördersteckbrief_Hollenbach.pdf;;;;
;09472154;Oberfranken;Bayreuth;Hollfeld, St;2014-07-16;http://www.hollfeld.de/wirtschaft-bauen--umwelt/breitband/index.html;2014-09-11;http://www.hollfeld.de/wirtschaft-bauen--umwelt/breitband/index.html;2014-10-14;http://www.hollfeld.de/wirtschaft-bauen--umwelt/breitband/index.html;2014-10-14;http://www.hollfeld.de/wirtschaft-bauen--umwelt/breitband/index.html;2015-08-12;http://www.hollfeld.de/wirtschaft-bauen--umwelt/breitband/index.html;;;2015-08-22;http://www.hollfeld.de/wirtschaft-bauen--umwelt/breitband/index.html;;;;;;
;09673136;Unterfranken;Rhön-Grabfeld;Hollstadt;2015-07-09;http://www.hollstadt.rhoen-saale.net/Startseite/Breitband;2015-07-09;http://www.hollstadt.rhoen-saale.net/Startseite/Breitband;;;;;;;;;;;;;;;;
;09778151;Schwaben;Unterallgäu;Holzgünz;2014-05-28;http://www.holzguenz.de;2014-08-20;http://www.holzguenz.de/pages/schnelles-internet.php;2014-10-25;http://www.holzguenz.de/pages/schnelles-internet.php;2014-10-25;http://www.holzguenz.de/pages/schnelles-internet.php;2015-07-25;http://www.holzguenz.de/pages/schnelles-internet.php;2015-09-28;http://www.holzguenz.de/pages/schnelles-internet.php;2015-10-30;http://www.holzguenz.de/pages/schnelles-internet.php;;;;;;
;09779163;Schwaben;Donau-Ries;Holzheim;2015-07-29;http://www.gemeinde-holzheim.de/holzheim/index2.php;2015-07-29;http://breitband.regensburg-it.de/holzheim_don#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
;09773140;Schwaben;Dillingen a.d. Donau;Holzheim;2014-12-23;http://www.holzheim.de;2014-12-23;http://www.holzheim.de;;;;;;;;;;;;;;;;
;09775126;Schwaben;Neu-Ulm;Holzheim;2015-08-15;http://www.holzheim-nu.de;2015-08-15;http://breitband.regensburg-it.de/holzheim_nu#markterkundung-bekanntmachung;;;;;;;;;;;;;;;;
;09375153;Oberpfalz;Regensburg;Holzheim a.Forst;2014-10-23;http://www.vg-kallmuenz.de/Gemeinde_Holzheim_a._F._Breitband_2014-0-0-0-105-168-1.htm;2014-10-23;http://www.vg-kallmuenz.de/Gemeinde_Holzheim_a._F._Breitband_2014-0-0-0-105-168-1.htm;2015-05-06;http://www.vg-kallmuenz.de/Gemeinde_Holzheim_a._F._Breitband_2014-0-0-0-105-168-1.htm;2015-05-06;http://www.vg-kallmuenz.de/Gemeinde_Holzheim_a._F._Breitband_2014-0-0-0-105-168-1.htm;2015-08-22;http://www.vg-kallmuenz.de/Gemeinde_Duggendorf_Breitband_2014/Gemeinde_Holzheim_a._F._Breitband_2014-0-0-0-105-168-1.htm;;;2015-08-22;http://www.vg-kallmuenz.de/Gemeinde_Duggendorf_Breitband_2014/Gemeinde_Holzheim_a._F._Breitband_2014-0-0-0-105-168-1.htm;;;;;;
;09679149;Unterfranken;Würzburg;Holzkirchen;2014-11-04;http://www.holzkirchen-ufr.de/index.php?id=1704,201;2014-11-04;http://www.holzkirchen-ufr.de/index.php?id=1704,201;2015-06-12;http://www.holzkirchen-ufr.de/index.php?id=1704,201;2015-06-12;http://www.holzkirchen-ufr.de/index.php?id=1704,201;;;;;;;;;;;;
;09182120;Oberbayern;Miesbach;Holzkirchen, M;2013-12-07;http://www.holzkirchen.de/p/dt1.asp?artikel_id=&liste=335&tmpl_typ=Liste&lp=2430;;;;;;;;;;;;;;;;;;
;09777135;Schwaben;Ostallgäu;Hopferau;2014-05-24;;2014-08-08;;2014-10-25;;2014-10-25;;2015-06-11;;2015-07-02;;2015-07-25;;2015-09-16;http://schnelles-internet-in-bayern.de/ablage_foerderfortschritt/pdf/10365/150910_Fördersteckbrief_Hopferau.pdf;;;;
;09772159;Schwaben;Augsburg;Horgau;2014-10-29;http://horgau.de/index.php?id=32?&id=32&no_cache=1&publish[id]=355630&publish[start;2014-10-29;http://horgau.de/index.php?id=32?&id=32&no_cache=1&publish[id]=355630&publish[start;2015-05-05;http://horgau.de/index.php?id=32?&id=32&no_cache=1&publish[id]=355630&publish[start]=;2015-06-30;http://horgau.de/index.php?id=32&no_cache=1&publish[id]=355630&publish[start]=;;;;;;;;;;;;
10.03.2015_4;09190131;Oberbayern;Weilheim-Schongau;Huglfing;2014-08-27;http://vghuglfing.de/index.php?pageid=20&zv=10&id=104&hkat=4;2014-08-27;http://vghuglfing.de/index.php?pageid=20&zv=10&id=104&hkat=4;2014-12-30;http://vghuglfing.de/index.php?pageid=20&zv=10&id=104&hkat=4;2014-12-30*;http://vghuglfing.de/index.php?pageid=20&zv=10&id=104&hkat=4;2015-10-02;http://huglfing.de/Gemeinde_Huglfing/Huglfing_Breitband;;;;;;;;;;
;09779167;Schwaben;Donau-Ries;Huisheim;2015-06-10;http://huisheim.vg-wemding.de/index.php?id=2803,134;2015-06-10;http://huisheim.vg-wemding.de/index.php?id=2803,134;;;;;;;;;;;;;;;;
;09472155;Oberfranken;Bayreuth;Hummeltal;2014-11-22;http://www.hummeltal.de/index.php?id=0,281;2014-11-22;http://www.hummeltal.de/index.php?id=0,281;2015-07-02;http://www.hummeltal.de/index.php?id=0,281;2015-07-02;http://www.hummeltal.de/index.php?id=0,281;;;;;;;;;;;;
;09278139;Niederbayern;Straubing-Bogen;Hunderdorf;2013-09-03;http://www.hunderdorf.de/index.php?id=1124,118;2014-08-28;http://www.hunderdorf.de/index.php?id=1124,118;2014-12-19;http://www.hunderdorf.de/index.php?id=1124,118;2014-12-19;http://www.hunderdorf.de/index.php?id=1124,118;2015-04-28;http://www.hunderdorf.de/index.php?id=1124,118;2015-08-08;http://www.hunderdorf.de/index.php?id=1124,118;2015-08-08;http://www.hunderdorf.de/index.php?id=1124,118;;;;;;
